,ID,Income,Recency,NumWebVisitsMonth,Complain,Response,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Expenses,NumPurchases,AcceptedCmp,Childrenhome,Age,clusterid
1425,2428,28164.0,23,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,78,9,0,1,53,0
1426,8254,34596.0,48,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,23,4,0,1,49,2
1427,2836,43269.0,61,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,19,4,0,1,51,2
1428,8418,38741.0,60,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,61,7,0,2,65,1
1429,1362,31907.0,75,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,449,14,0,0,51,2
1430,7152,27100.0,64,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,37,5,0,1,40,1
1433,274,34853.0,75,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,34,7,0,2,50,2
1434,3388,70844.0,16,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,294,17,0,2,56,0
1435,922,31086.0,79,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,48,6,1,2,44,1
1436,8588,60544.0,92,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,289,15,0,2,62,0
1437,2518,20491.0,16,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,30,4,0,0,37,3
1438,574,42523.0,96,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,125,7,0,0,59,0
1439,3220,39922.0,30,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,156,9,0,1,40,0
1440,5967,33402.0,60,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,70,9,0,2,71,2
1441,1183,36408.0,11,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,22,4,0,2,74,1
1442,6856,21645.0,75,9,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,65,9,0,1,44,2
1445,4682,51876.0,88,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,310,13,0,0,65,0
1446,8204,78041.0,93,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1319,18,0,0,52,1
1447,5221,52852.0,93,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,879,26,1,1,66,0
1448,1232,70038.0,54,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1244,17,0,0,41,3
1449,1927,69401.0,41,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,690,17,0,1,50,3
1450,5788,46053.0,46,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,209,12,0,1,51,2
1451,6652,77343.0,28,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1134,17,0,0,58,0
1452,6246,73892.0,40,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1507,23,0,0,70,2
1453,5975,40304.0,82,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,57,6,0,1,56,1
1454,6875,32727.0,38,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,529,17,0,0,58,3
1455,4399,68695.0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1091,16,0,0,54,2
1456,4042,43300.0,87,8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,180,11,0,1,52,0
1457,2157,26290.0,49,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,77,10,0,2,51,2
1459,2525,38410.0,65,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,534,18,0,0,49,2
1461,9483,57957.0,24,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,637,25,0,1,64,2
1462,2945,46015.0,25,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,46,5,2,2,68,3
1463,10403,16531.0,43,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,44,9,0,1,45,2
1464,5074,28072.0,10,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,47,5,0,1,37,1
1465,10524,49476.0,29,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,795,22,0,1,60,0
1466,4690,50725.0,45,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,586,21,0,1,70,0
1468,7196,41145.0,20,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13,4,0,2,73,2
1469,4406,67419.0,29,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1471,25,0,1,53,2
1470,9672,23162.0,82,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,65,8,0,2,53,1
1471,4864,34380.0,68,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,175,12,0,1,46,0
1472,4706,34704.0,65,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,40,5,0,1,57,2
1474,25,65148.0,9,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1115,21,0,1,65,0
1475,3697,39898.0,20,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,134,9,0,1,69,2
1476,217,64857.0,78,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1540,23,0,0,67,1
1477,4220,59892.0,26,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,87,7,0,1,53,2
1478,5286,41020.0,68,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,217,10,0,0,36,1
1479,9559,57072.0,79,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1034,27,1,1,62,2
1480,2849,60474.0,25,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1180,31,0,1,44,2
1481,7787,62807.0,83,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,819,23,0,1,63,2
1482,3102,19414.0,32,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,32,5,0,1,42,3
1483,5868,19107.0,49,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,46,6,0,1,43,0
1484,8370,75484.0,50,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1159,18,0,1,47,3
1485,9988,70379.0,84,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,860,25,0,1,47,1
1486,2939,79419.0,96,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1631,15,0,0,53,2
1488,9743,76998.0,85,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1910,29,1,1,68,0
1489,5763,49854.0,63,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,380,18,0,1,51,2
1490,3478,60585.0,17,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,736,30,0,2,52,2
1491,7494,42873.0,11,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,269,15,0,2,73,3
1493,7250,57867.0,48,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,612,25,0,1,45,2
1494,2005,35765.0,86,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,75,8,0,1,33,0
1495,10770,65492.0,73,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1045,26,0,0,64,0
1496,6885,32952.0,36,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,55,6,0,1,46,0
1498,9463,71706.0,16,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1443,25,0,1,64,2
1499,6318,68487.0,48,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1366,30,0,0,35,0
1500,4093,53253.0,61,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,436,19,0,2,48,2
1502,3340,42014.0,56,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,436,20,0,1,46,0
1503,3594,54108.0,74,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,747,32,0,2,50,1
1505,3643,63206.0,65,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,928,14,1,0,49,1
1506,851,57136.0,48,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,642,26,0,2,51,1
1508,3967,78931.0,19,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,943,24,0,0,52,2
1509,10128,53977.0,21,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,907,27,0,1,65,2
1510,486,84219.0,27,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1198,18,0,0,35,0
1511,9,46098.0,86,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,120,11,0,2,48,1
1512,9451,73538.0,92,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1658,26,0,1,58,0
1513,9264,79529.0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1638,22,0,0,37,0
1514,3865,20981.0,14,8,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,73,7,0,0,46,3
1515,2853,51766.0,74,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,275,12,0,1,43,2
1516,1490,55759.0,84,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,854,26,0,1,61,0
1517,6310,33039.0,4,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,78,7,0,1,45,0
1518,10380,37787.0,50,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,106,7,0,1,51,1
1519,3887,27242.0,2,9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,106,7,0,1,53,2
1520,4278,87188.0,73,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1923,19,0,0,40,1
1521,8643,69930.0,21,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1662,22,0,0,52,2
1522,1998,37697.0,82,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,84,7,0,1,47,2
1523,10795,37401.0,14,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,48,7,0,1,50,2
1524,11110,3502.0,56,14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,1,50,2
1525,2408,58597.0,20,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,733,32,0,2,47,0
1527,7998,28087.0,77,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,112,9,0,2,65,2
1529,3536,19740.0,65,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,55,7,0,1,63,2
1531,125,53083.0,65,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,271,17,1,2,65,3
1532,3463,69283.0,41,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,904,27,0,1,48,2
1533,2804,46098.0,86,8,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,120,11,0,2,48,1
1534,3745,23331.0,92,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,103,8,0,1,35,1
1535,9771,23331.0,97,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,269,17,0,1,35,1
1536,451,9255.0,91,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,22,5,0,1,34,2
1538,1079,71969.0,59,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1086,19,1,1,52,2
1539,8920,59235.0,4,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1128,28,0,1,56,1
1540,6678,31928.0,5,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,72,9,0,1,34,2
1541,3852,74881.0,48,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,964,27,0,2,62,2
1542,528,65819.0,99,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1383,20,0,0,45,0
1543,73,51411.0,81,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18,4,0,3,70,1
1544,5589,51983.0,95,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,793,24,0,1,59,0
1545,10212,42386.0,43,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,100,7,0,1,37,2
1546,6365,30390.0,5,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,80,6,0,0,36,1
1547,5636,30983.0,50,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,167,8,0,0,60,2
1548,591,66033.0,76,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,677,20,0,1,66,3
1549,2217,37284.0,46,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,23,4,0,2,48,1
1550,2544,57530.0,68,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,92,7,0,1,72,0
1551,7725,76800.0,33,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,641,16,0,0,58,1
1552,8091,63943.0,50,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1106,17,0,1,67,0
1553,7321,76081.0,85,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1033,14,1,0,61,2
1554,5462,67445.0,63,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1174,32,0,1,49,0
1555,7791,37054.0,89,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,25,6,0,2,56,1
1557,4037,31859.0,77,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,20,4,0,1,47,0
1558,6642,27215.0,50,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,102,11,0,3,62,0
1559,2793,70179.0,10,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1034,26,0,1,47,3
1560,5424,39922.0,30,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,156,9,0,1,40,0
1561,879,49681.0,66,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,458,21,0,2,47,1
1562,9530,24645.0,16,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,17,4,0,1,35,0
1563,4828,79865.0,12,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,792,21,0,1,69,0
1564,10699,44322.0,30,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,92,8,0,1,38,0
1565,1497,47958.0,8,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,407,16,0,1,71,2
1566,7476,63972.0,93,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1269,23,1,1,59,1
1567,4390,75315.0,14,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,841,23,0,1,69,2
1568,10478,55517.0,53,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,633,23,0,2,73,2
1569,1081,75283.0,26,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1019,25,0,3,66,2
1571,9916,38998.0,92,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,54,8,0,2,69,0
1573,8135,27161.0,41,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,52,5,0,1,37,1
1574,8685,42014.0,56,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,436,20,0,1,46,0
1575,4967,38201.0,19,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,268,15,0,1,63,3
1576,2130,45203.0,4,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,147,8,0,2,41,2
1578,8175,34935.0,71,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,137,8,0,0,31,0
1579,6257,60482.0,81,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,507,17,0,1,47,1
1580,3790,34633.0,31,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15,4,0,3,67,2
1581,9952,78093.0,53,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1105,17,0,0,76,2
1582,3503,82460.0,78,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,974,15,0,0,73,0
1583,5223,45903.0,80,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,66,8,0,1,57,2
1584,4608,81361.0,18,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,778,27,0,0,36,0
1586,4764,40442.0,52,7,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,169,12,0,2,71,2
1587,2471,61482.0,39,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,299,12,0,0,58,0
1588,5892,34968.0,11,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,221,17,0,1,43,0
1589,2612,75794.0,33,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1682,25,1,0,36,0
1590,4971,31497.0,22,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,155,10,0,1,61,3
1591,5185,74268.0,83,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,892,13,0,0,68,0
1593,2262,45143.0,74,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,311,15,0,1,58,2
1594,1131,52569.0,54,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,95,7,0,1,56,1
1595,1041,48432.0,3,8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,424,19,0,1,50,1
1596,24,17144.0,96,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,47,12,0,2,63,2
1597,3409,36108.0,68,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,339,15,1,1,39,2
1598,7022,76445.0,2,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1410,21,0,1,52,0
1599,7943,36663.0,40,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,35,6,0,1,48,2
1600,5272,53843.0,64,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,562,20,0,1,58,1
1603,800,44512.0,57,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,32,6,0,2,63,2
1604,11092,27116.0,78,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,41,7,0,2,62,0
1605,5062,54072.0,71,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39,5,0,2,60,2
1606,8969,71855.0,59,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1141,25,0,1,46,0
1607,4656,51250.0,28,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,710,24,1,1,33,1
1608,4480,60432.0,61,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,401,19,0,1,50,1
1609,9971,65526.0,22,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,506,17,0,1,59,2
1610,6729,68655.0,95,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1538,21,0,0,35,2
1611,1773,12393.0,38,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,57,6,0,0,45,1
1613,1764,33955.0,92,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,270,15,0,1,48,2
1614,6215,31353.0,24,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,6,0,2,46,0
1615,10099,55434.0,21,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,882,24,0,1,39,0
1616,5423,28359.0,35,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,4,0,1,40,2
1617,940,57100.0,9,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,311,14,0,1,36,2
1618,3011,69139.0,23,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,227,11,0,1,58,0
1619,3298,52973.0,92,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1152,31,0,1,67,1
1620,8286,51717.0,55,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,122,8,1,1,58,3
1621,9668,18793.0,14,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,77,9,0,1,52,0
1622,5120,66664.0,78,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1289,19,0,0,41,3
1623,6097,50664.0,64,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,561,24,0,2,64,2
1624,7019,54414.0,49,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,211,13,0,2,60,2
1625,7408,54549.0,8,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,233,12,0,1,71,2
1627,252,41003.0,11,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,601,17,0,0,60,3
1628,9986,19444.0,8,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,54,10,0,1,41,2
1629,3276,36301.0,53,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,78,7,0,1,47,3
1630,3859,73059.0,36,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1095,26,0,1,76,3
1631,3570,42731.0,64,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,244,13,0,1,54,3
1632,3783,52854.0,43,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,116,9,0,2,64,2
1633,10207,22775.0,40,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15,4,0,1,45,2
1634,10906,46681.0,52,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,425,16,0,2,75,3
1635,3427,59821.0,11,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,734,26,0,1,68,2
1636,5209,50002.0,21,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,638,19,0,1,69,0
1637,10711,69755.0,23,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,894,22,0,0,78,0
1638,10785,44078.0,17,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,41,7,0,2,54,0
1639,2814,30560.0,6,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,31,5,0,1,47,2
1640,6866,35924.0,56,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,34,5,0,2,54,2
1642,6575,56386.0,51,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,612,25,0,2,42,2
1644,3091,75774.0,27,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,823,21,0,1,42,3
1645,10141,39228.0,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,20,4,0,0,63,0
1646,5177,58494.0,56,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,396,16,0,1,49,1
1647,7005,58684.0,71,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,813,21,1,0,42,2
1650,8079,22448.0,86,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,55,9,0,1,41,0
1651,8395,82014.0,48,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1511,22,0,0,62,2
1652,10352,34213.0,2,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,117,9,0,2,60,3
1655,1834,35544.0,77,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,67,6,0,1,45,1
1656,2285,36634.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,335,15,0,1,69,2
1657,2295,62670.0,57,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,825,22,0,1,69,2
1658,1378,50334.0,24,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,694,23,0,1,51,3
1660,1165,50729.0,62,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,496,24,0,2,65,1
1661,1404,34916.0,89,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,231,13,0,2,55,2
1662,6457,64892.0,77,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,902,24,0,1,47,0
1663,2639,43602.0,45,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,68,9,0,2,57,2
1664,8299,33996.0,46,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,71,6,0,0,34,1
1665,6437,41473.0,80,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,76,6,0,1,38,1
1666,6912,63246.0,60,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,772,22,0,2,56,2
1667,7327,36732.0,71,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,47,9,0,2,64,2
1668,5299,69084.0,43,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1586,25,0,1,53,2
1671,1964,86610.0,66,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1603,18,0,0,72,2
1673,3433,72635.0,54,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,981,21,1,0,68,1
1674,3389,69016.0,61,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1533,34,0,1,53,0
1675,4712,20193.0,18,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,82,7,0,0,32,3
1676,1170,27573.0,45,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,244,14,0,1,48,0
1677,6347,15862.0,26,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,36,5,0,1,44,3
1678,4065,49544.0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,404,16,0,1,47,2
1679,8230,33228.0,28,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,71,6,0,1,43,0
1680,1215,70440.0,49,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1572,23,1,0,45,2
1681,5939,38232.0,84,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,122,11,0,2,52,2
1682,2156,22554.0,38,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,41,10,0,2,68,2
1683,7788,23536.0,53,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,4,0,1,40,2
1684,10323,49413.0,88,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,304,13,0,1,71,0
1685,7947,42231.0,99,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,37,5,0,2,54,0
1688,9256,58350.0,5,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1001,27,0,1,52,2
1689,295,81217.0,77,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1157,22,0,0,34,2
1690,7397,49090.0,45,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,688,21,0,1,72,2
1691,6349,61787.0,71,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1319,19,0,0,36,0
1692,10790,18169.0,40,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,21,4,0,1,38,2
1693,10398,24336.0,82,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,31,4,0,1,42,1
1694,2431,18222.0,70,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,67,6,0,0,33,0
1695,550,62335.0,87,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,708,21,0,1,71,0
1696,1890,42033.0,95,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25,4,0,2,52,3
1697,10742,86580.0,72,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,746,11,1,0,40,2
1698,10356,41437.0,5,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,32,5,0,2,66,3
1700,8852,61064.0,80,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1080,28,0,1,47,0
1701,3565,38452.0,62,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,72,9,0,2,68,1
1702,5294,18358.0,49,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,57,10,0,1,34,2
1703,1958,55012.0,85,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,660,25,0,1,50,3
1705,8799,38175.0,6,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,153,11,0,1,39,2
1707,1045,52117.0,55,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,279,13,0,1,58,2
1708,7732,64813.0,81,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,745,20,0,1,45,0
